"dNBR","severity","slope","mass_burnt_pct","surface_consumption","canopy_consumption","max_power","residence_time_power","residence_time_consumption","max_reaction_rate","size","site","fire"
173,2,32.97509765625,0,0,0,0,0,0,0,500,"Camp1","Caldor"
148,2,29.2480850219727,8.46928555806478,0.0775345357689851,0.0781028621170359,78.3527923583984,84.6066666666667,116.15,0.00192426150586471,500,"Camp1","Caldor"
99,2,25.8206119537354,51.6187532647451,0.521608944119265,0.529001827239796,565.311687113444,591.191666666667,838.85,0.012874777999876,500,"Camp1","Caldor"
105,2,25.6731910705566,88.7880250199636,0.891131920294138,0.907206608667426,1020.76521087646,1174.54,1587.15,0.0224361848672728,500,"Camp1","Caldor"
168,2,31.0521106719971,88.5991636594137,0.89407741240575,0.905625173469113,1071.51235860189,1442.72666666667,1726.85,0.0234119247402983,500,"Camp1","Caldor"
271,2,33.6752433776855,81.0165001598994,0.844998472736528,0.848260135562159,1010.85116292318,1375.31,1532.45,0.0208860483900495,500,"Camp1","Caldor"
326,2,34.8491325378418,76.111787627538,0.795957144549272,0.797885211275425,946.290240885417,1201.07666666667,1340.1,0.0179195840460253,500,"Camp1","Caldor"
395,3,25.9840183258057,0,0,0,0,0,0,0,500,"Camp1","Caldor"
435,3,30.4554424285889,0,0,0,0,0,0,0,500,"Camp1","Caldor"
407,3,30.7089176177979,0,0,0,0,0,0,0,500,"Camp1","Caldor"
305,2,29.9440650939941,0,0,0,0,0,0,0,500,"Camp1","Caldor"
463,3,29.275749206543,0,0,0,0,0,0,0,500,"Camp1","Caldor"
356,2,22.1754169464111,0,0,0,0,0,0,0,500,"Camp1","Caldor"
194,2,25.0358371734619,0,0,0,0,0,0,0,500,"Camp1","Caldor"
94,2,27.254337310791,0,0,0,0,0,0,0,500,"Camp1","Caldor"
223,2,25.7770175933838,0,0,0,0,0,0,0,500,"Camp1","Caldor"
137,2,15.4128465652466,0,0,0,0,0,0,0,500,"Camp1","Caldor"
197,2,20.5488662719727,0,0,0,0,0,0,0,500,"Camp1","Caldor"
234,2,28.2723503112793,0,0,0,0,0,0,0,500,"Camp1","Caldor"
250,2,32.4037322998047,0,0,0,0,0,0,0,500,"Camp1","Caldor"
260,2,32.8990440368652,0,0,0,0,0,0,0,500,"Camp1","Caldor"
142,2,31.6234283447266,0,0,0,0,0,0,0,500,"Camp1","Caldor"
157,2,21.7024993896484,44.0374588012695,0.435174113407265,0.439029973338669,465.537023111979,584.44,692.4,0.0137472347539369,500,"Camp1","Caldor"
106,2,24.17014503479,92.8287131754557,0.882131397380338,0.88823823220407,972.068354492187,1408.54666666667,1600.4,0.02612322440685,500,"Camp1","Caldor"
216,2,28.2716865539551,95.687760925293,0.894105036160132,0.898639796002923,1002.40626505534,1683.54,1880.6,0.0232074743046163,500,"Camp1","Caldor"
226,2,33.9565925598145,69.7728884061178,0.703251676595149,0.705839134728691,792.221105957031,1301.84666666667,1425.6,0.016846393162485,500,"Camp1","Caldor"
382,3,33.9665718078613,45.752763710022,0.512207848816179,0.512815195182338,592.692344563802,884.826666666667,906,0.0120298170215635,500,"Camp1","Caldor"
411,3,29.3706321716309,0,0,0,0,0,0,0,500,"Camp2","Caldor"
422,3,28.2189502716064,14.5380322321256,0.235694178094078,0.237411657314903,289.460605214437,245.186666666667,300.7,0.00751838463032451,500,"Camp2","Caldor"
556,3,22.8146896362305,30.0266516473558,0.584481616708605,0.587849495776981,750.972125956217,586.877777777778,751.333333333333,0.0146434694540216,500,"Camp2","Caldor"
838,4,24.6761302947998,43.5070646598604,0.874413391782178,0.878875383247311,1065.43036749946,849.117777777778,1075.73333333333,0.0219171272233488,500,"Camp2","Caldor"
837,4,30.9674434661865,48.5670873451233,0.894201393429604,0.899629480477112,1011.97368041992,855.048888888889,1072.8,0.0226555763177796,500,"Camp2","Caldor"
865,4,28.122106552124,46.5668843852149,0.894377978207906,0.900387006873368,1015.60553331163,852.964444444444,1074.93333333333,0.022971958740417,500,"Camp2","Caldor"
923,4,24.0597553253174,48.6404055192735,0.894351740269663,0.90161591282399,1043.15853068034,831.044444444444,1081.13333333333,0.0242777066941657,500,"Camp2","Caldor"
950,4,21.5232887268066,55.2592462062836,0.894342661596214,0.902553338477802,1083.90303710937,851.482222222222,1095.8,0.0237301283733862,500,"Camp2","Caldor"
990,4,22.8562812805176,53.4493667825063,0.894307225497905,0.903834204186892,1099.60881496853,851.533333333333,1100.86666666667,0.0244276377640159,500,"Camp2","Caldor"
692,3,22.1966667175293,54.6509150566593,0.894255164752825,0.909428575044368,1102.06329319451,850.225806451613,1243.48387096774,0.0245294583627664,500,"Camp2","Caldor"
511,3,24.7061309814453,56.8205560489367,0.894284441487824,0.914603961702256,1105.32815361433,882.4,1324.58064516129,0.0242860337352287,500,"Camp2","Caldor"
514,3,31.5237007141113,54.8668871683545,0.787399940345333,0.804147131846855,1028.27860053168,881.168888888889,1228.2,0.0211011643942345,500,"Camp2","Caldor"
586,3,35.2502059936523,48.3110418595208,0.537450197616902,0.544018123347002,860.283939751519,922.662222222222,1127.4,0.0154175802063902,500,"Camp2","Caldor"
485,3,35.8521423339844,43.1985935698615,0.347498334568615,0.349843870154065,735.84518629286,985.668888888889,1129.33333333333,0.0108275380220091,500,"Camp2","Caldor"
667,3,38.2349052429199,43.1816497781542,0.257536689214564,0.25953907414236,597.162920871311,872.137777777778,988.2,0.00730827649587102,500,"Camp2","Caldor"
841,4,39.0117073059082,21.7789351828893,0.109202827221662,0.109764369547419,248.936363864475,375.908888888889,408.466666666667,0.00295200222624771,500,"Camp2","Caldor"
921,4,36.5447120666504,0.4514673699273,0.00200547042121697,0.00201134805593433,4.43912367078993,7.21777777777778,7.4,3.34672494045662e-05,500,"Camp2","Caldor"
850,4,35.5682487487793,0,0,0,0,0,0,0,500,"Camp2","Caldor"
902,4,32.80322265625,0,0,0,0,0,0,0,500,"Camp2","Caldor"
739,3,30.1254558563232,0,0,0,0,0,0,0,500,"Camp2","Caldor"
414,3,27.8053894042969,16.0697407817841,0.346006849990226,0.346938711019854,472.593011474609,322.053333333333,419,0.00702923061986793,500,"Camp2","Caldor"
415,3,31.5272178649902,27.7596788068612,0.539760259270552,0.541758857838383,734.867989781698,556.203333333333,673.65,0.0191135374550096,500,"Camp2","Caldor"
520,3,27.0234050750732,37.0548636436462,0.739333138754721,0.742580768929717,995.680645022922,746.823333333333,951.2,0.019780740177899,500,"Camp2","Caldor"
821,4,22.8732414245605,42.8135423307949,0.884270514932513,0.88841338759327,1119.89820709229,861.788888888889,1128.9,0.0211937672810375,500,"Camp2","Caldor"
831,4,27.9953117370605,48.3092226791382,0.894185160697929,0.898413946460286,1065.51022983127,847.042222222222,1079.7,0.0247746315608065,500,"Camp2","Caldor"
820,4,26.9479160308838,53.6912916734483,0.894214954749655,0.898241239609585,1063.13796095106,828.472222222222,1026.63333333333,0.0238008566705129,500,"Camp2","Caldor"
796,4,16.3358211517334,55.2572279273139,0.894187845496926,0.898701157820437,1079.89829447428,813.803333333333,1011,0.0241054458017482,500,"Camp2","Caldor"
947,4,16.8284149169922,54.6997971868515,0.894211945632317,0.899400946456137,1105.79399800618,821.174444444444,1049.4,0.0243468096331675,500,"Camp2","Caldor"
905,4,25.1867866516113,55.0624714930852,0.894247613632793,0.901785388200078,1120.19443047418,815.977777777778,1105,0.0248088987147372,500,"Camp2","Caldor"
830,4,27.7817325592041,59.3310130811507,0.894233947336268,0.906113037016989,1129.31213877688,819.161290322581,1211.77419354839,0.0248532366499531,500,"Camp2","Caldor"
548,3,26.389087677002,57.8883540384231,0.894386483859571,0.908603076699881,1136.85700932985,854.286021505376,1259.22580645161,0.0248254262552315,500,"Camp2","Caldor"
603,3,28.5938186645508,53.4639812673463,0.840956265507266,0.853719260721571,1099.18051927355,849.152222222222,1194.16666666667,0.0229884173801426,500,"Camp2","Caldor"
626,3,31.8712959289551,48.9508876164754,0.668406472154634,0.676384515145975,975.739361029731,865.78,1130.76666666667,0.019070885449126,500,"Camp2","Caldor"
655,3,32.5156211853027,45.0717868889703,0.452773499303342,0.456825132295489,822.9353451199,914.83,1100.03333333333,0.0136922550674173,500,"Camp2","Caldor"
826,4,35.2999382019043,51.9713248025046,0.306943125722723,0.309323036064032,680.830621676975,879.405555555556,1014,0.00870307037613717,500,"Camp2","Caldor"
946,4,35.5591621398926,39.247811220487,0.176331517178462,0.17771313144903,413.004028896756,553.425555555556,635.933333333333,0.00494252890219387,500,"Camp2","Caldor"
995,4,33.9589691162109,9.70112249082989,0.047470084285079,0.0479006978878493,109.446601867676,140.842222222222,173.633333333333,0.00132052012859175,500,"Camp2","Caldor"
775,3,34.7637596130371,0,0,0,0,0,0,0,500,"Camp2","Caldor"
901,4,31.5802326202393,0,0,0,0,0,0,0,500,"Camp2","Caldor"
984,4,31.2266941070557,0,0,0,0,0,0,0,500,"Camp2","Caldor"
459,3,31.330904006958,38.8796731567383,0.793296171133406,0.796398998206326,1048.48470092773,770.413333333333,949.8,0.0249745080022123,500,"Camp2","Caldor"
411,3,33.9915466308594,43.8342694481214,0.869027924349066,0.872483712941563,1183.2768351237,849.268333333333,1056.65,0.0266292102478623,500,"Camp2","Caldor"
518,3,35.1132926940918,45.1680470954047,0.894233187581412,0.89771013051556,1218.42301832411,879.177777777778,1108.1,0.0252046247435495,500,"Camp2","Caldor"
713,3,30.688606262207,45.5654563265377,0.894229684376494,0.897435582875947,1186.55521877713,872.855555555556,1116.16666666667,0.0232193783554061,500,"Camp2","Caldor"
727,3,24.7003593444824,52.0028158778614,0.894265250345537,0.896916618427495,1155.37392144097,849.775555555556,1058.63333333333,0.0245640631204307,500,"Camp2","Caldor"
538,3,19.1954517364502,61.2624561760161,0.894216770022306,0.896096794960581,1145.63651489258,816.036666666667,978.833333333333,0.0259707920327193,500,"Camp2","Caldor"
641,3,16.0083198547363,62.9788090854221,0.894086563511519,0.895578947397492,1148.92516364204,784.793333333333,927.8,0.0255958331379621,500,"Camp2","Caldor"
968,4,12.3351354598999,58.3245748763614,0.894147976311053,0.896187352641201,1159.00974778917,776.776666666667,937.9,0.0247044462608338,500,"Camp2","Caldor"
858,4,15.5747756958008,57.7879416614109,0.894225144141302,0.899029691118566,1174.88157999674,763.068888888889,1028.93333333333,0.0246654968855249,500,"Camp2","Caldor"
748,3,24.3479404449463,63.2331737477292,0.894354809661426,0.904548572097099,1193.00411606655,780.610752688172,1195.48387096774,0.0252911333656949,500,"Camp2","Caldor"
543,3,26.1592922210693,60.2939766094249,0.894479245054586,0.905397388047128,1207.11566884031,791.286021505376,1212.87096774194,0.0258515295325891,500,"Camp2","Caldor"
591,3,25.7413349151611,55.0657287618849,0.894295825814414,0.906145756768399,1210.97763760037,765.417777777778,1181.56666666667,0.0252216003976629,500,"Camp2","Caldor"
792,4,23.5751571655273,52.9900316328473,0.846847782945131,0.883363219996035,1166.21065931532,799.707777777778,1251.93333333333,0.0239235162548901,500,"Camp2","Caldor"
641,3,24.2318992614746,52.6186140889592,0.63730935743596,0.667659608684609,996.777021213108,847.796666666667,1135.93333333333,0.0181720586156144,500,"Camp2","Caldor"
801,4,29.3816871643066,71.222528011269,0.388074589775125,0.390758769811493,808.460048794217,869.123333333333,1016.3,0.0103541424299228,500,"Camp2","Caldor"
974,4,32.766788482666,76.9062485803498,0.272215354210542,0.274596678878232,670.218283081055,792.204444444444,947.233333333333,0.00720948337701733,500,"Camp2","Caldor"
926,4,34.6688461303711,41.1075672774845,0.167817878631306,0.169259577884158,409.809157172309,487.401111111111,591,0.00451561751460329,500,"Camp2","Caldor"
917,4,34.618537902832,8.62917357842128,0.054891892005172,0.0552289306214597,135.92604031033,160.278888888889,182.666666666667,0.00148668890995901,500,"Camp2","Caldor"
941,4,27.1309490203857,0.894582895702786,0.00876380104882022,0.00877928272458828,22.5387503729926,25.0644444444444,25.7666666666667,0.000172466654744817,500,"Camp2","Caldor"
962,4,27.6970367431641,0,0,0,0,0,0,0,500,"Camp2","Caldor"
496,3,35.2101860046387,52.6951434357961,0.894335636793015,0.899095701671516,1098.04384318034,829.58,1020.6,0.0293449095397773,500,"Camp2","Caldor"
381,3,34.3675003051758,50.6698207004865,0.894209261627402,0.899039517002335,1138.68969899495,815.486666666667,1068.2,0.0245364061453779,500,"Camp2","Caldor"
399,3,36.0259208679199,49.7780142731137,0.894281436635388,0.898216214512164,1172.94878831651,833.711111111111,1066.13333333333,0.0248873565258646,500,"Camp2","Caldor"
524,3,34.3085746765137,49.9616161025895,0.894289517479483,0.896790476194583,1196.84231825087,848.347777777778,1027.8,0.0231001901338931,500,"Camp2","Caldor"
562,3,30.1005191802979,53.7244673551454,0.894283499388516,0.896155190548678,1193.7369865587,834.828888888889,973.766666666667,0.0219457555452933,500,"Camp2","Caldor"
522,3,23.7514591217041,58.079903828303,0.894308300002918,0.895868753556473,1192.7242465549,802.861111111111,944.6,0.0261746949421796,500,"Camp2","Caldor"
458,3,18.9142017364502,58.3145137209362,0.894153794445123,0.89566046743589,1204.99850118001,759.156666666667,918.933333333333,0.0268415797419193,500,"Camp2","Caldor"
692,3,13.7319135665894,57.4232298898697,0.894227142172426,0.896013385829283,1220.39271742079,751.402222222222,867.466666666667,0.025610092492181,500,"Camp2","Caldor"
636,3,10.8672161102295,59.8350268406338,0.894315967589306,0.898380837944828,1240.25582200792,747.418888888889,924.1,0.0256370321148794,500,"Camp2","Caldor"
785,3,14.4998836517334,63.0142646599841,0.894492499429672,0.903389182007967,1258.36248438025,759.615053763441,1101.8064516129,0.0257126321981278,500,"Camp2","Caldor"
538,3,19.3530578613281,61.6850324712774,0.894486753204186,0.905208187217333,1271.683304719,750.308602150538,1139.70967741935,0.0254004629024136,500,"Camp2","Caldor"
619,3,21.2780914306641,58.8825479804145,0.894181825895923,0.906091131722529,1280.45400173611,727.311111111111,1154.5,0.0254527954581096,500,"Camp2","Caldor"
750,3,21.2224788665771,55.1082617484199,0.894331022198441,0.931040648852165,1272.00280097114,789.607777777778,1285.1,0.0251351092104651,500,"Camp2","Caldor"
735,3,23.1361770629883,61.3875796839926,0.71646913460831,0.748224858688191,1113.99407460531,849.775555555556,1193.36666666667,0.0192351856682855,500,"Camp2","Caldor"
719,3,25.2816143035889,84.7168286728859,0.419720378081288,0.422896650240808,878.858765835232,856.668888888889,1028.5,0.0109847897090127,500,"Camp2","Caldor"
960,4,26.2991790771484,97.283275780148,0.301011984623167,0.303501341497112,782.19235297309,867.34,1032.66666666667,0.00796816741559143,500,"Camp2","Caldor"
1003,4,30.8695735931396,68.3581028162109,0.271892483775607,0.273987857528781,697.096148105197,783.911111111111,918.633333333333,0.00735554218984021,500,"Camp2","Caldor"
997,4,30.3206253051758,29.613939883444,0.205396690518311,0.206595590460088,538.385160081652,577.02,649.133333333333,0.00572696256000578,500,"Camp2","Caldor"
914,4,30.4676609039307,21.7928726124763,0.146608178468628,0.147214583588066,423.157931993273,381.167777777778,421.633333333333,0.00409479337457937,500,"Camp2","Caldor"
934,4,34.6395950317383,25.2501968034108,0.125225318458656,0.125672314059662,391.433124457465,294.804444444444,328.8,0.00364901792482821,500,"Camp2","Caldor"
543,3,35.142406463623,55.1865297317505,0.894282701340659,0.89835535464886,1048.1231258138,773.96,976.8,0.0235930031746193,500,"Camp2","Caldor"
299,2,33.8717765808105,57.5417985876401,0.894259829480434,0.898638838766686,1092.80868225098,787.42,1062.15,0.0261006924477063,500,"Camp2","Caldor"
377,3,36.4316253662109,55.0459258169598,0.894265192702361,0.898134460705462,1139.41242451986,805.986666666667,1061.3,0.0261114064788191,500,"Camp2","Caldor"
642,3,36.0547409057617,51.9863669310676,0.894240341189369,0.897056211490805,1179.80745503743,814.314444444444,999.7,0.0274003011175942,500,"Camp2","Caldor"
568,3,32.0903053283691,54.3521262894736,0.894301503301184,0.896407680399975,1195.98464389377,799.382222222222,922.9,0.0245922320938485,500,"Camp2","Caldor"
509,3,30.5735836029053,57.2322038337919,0.894373393418371,0.896340068746746,1221.461309611,783.274444444444,928.033333333333,0.0232882115131088,500,"Camp2","Caldor"
389,3,25.190242767334,55.533769136005,0.894246617319813,0.896514660228794,1247.41388604058,740.655555555556,952.9,0.0266094829320253,500,"Camp2","Caldor"
410,3,16.1208076477051,55.9885436624951,0.89421947001596,0.896801128121507,1263.44608954536,716.498888888889,913.3,0.0261800399027439,500,"Camp2","Caldor"
686,3,11.0933837890625,61.3696828995811,0.894267153037427,0.899287240671046,1284.92390150282,719.174444444444,940.4,0.0266272564967438,500,"Camp2","Caldor"
527,3,14.1357173919678,62.7733764104946,0.894422815084427,0.903727059063917,1301.95612372942,726.734408602151,986.225806451613,0.0260251244960046,500,"Camp2","Caldor"
504,3,19.2273426055908,59.6666932352128,0.894488793154878,0.905267026722907,1312.65092970325,735.624731182796,1064.35483870968,0.0255113783508227,500,"Camp2","Caldor"
520,3,21.001350402832,57.7022380648719,0.894373345985207,0.902723848240114,1326.48293660482,747.298888888889,1125.7,0.0261198026197329,500,"Camp2","Caldor"
730,3,22.3182239532471,56.0590871477127,0.894373650871114,0.902029124886548,1323.58740451389,798.923333333333,1141.86666666667,0.0246819690206802,500,"Camp2","Caldor"
745,3,22.9873847961426,61.7502248324288,0.716335373633774,0.723371599263305,1165.57995890299,850.996666666667,1154.9,0.018865638353917,500,"Camp2","Caldor"
915,4,22.0913143157959,81.0986801168654,0.419587481853216,0.423265279188442,918.841702473958,868.562222222222,1071.53333333333,0.0116829365534508,500,"Camp2","Caldor"
936,4,24.6449546813965,94.7918650945028,0.300896953548201,0.303219531088188,810.968717447917,872.694444444444,1023.76666666667,0.00865863936934346,500,"Camp2","Caldor"
1005,4,30.2151718139648,78.5939139752918,0.300961994706239,0.303036968266436,805.160023634169,848.887777777778,977.466666666667,0.00794987369708385,500,"Camp2","Caldor"
909,4,28.1350727081299,51.6313401823574,0.30093964808129,0.302337293914752,831.803773668077,808.644444444444,893.733333333333,0.00805178235836517,500,"Camp2","Caldor"
877,4,31.1961822509766,46.3364033820894,0.288330828841879,0.28968775549606,864.284741448296,725.69,805.366666666667,0.00774811425007442,500,"Camp2","Caldor"
914,4,35.6438140869141,49.8662455564075,0.275795942674029,0.277476244310641,874.51570570204,653.546666666667,740.066666666667,0.00687938167039647,500,"Camp2","Caldor"
514,3,35.4238700866699,49.3568284416199,0.89428862605632,0.896635665098826,1056.29027058919,747.76,950.8,0.0249129214823036,500,"Camp2","Caldor"
533,3,33.7189445495605,55.4747143586477,0.894202297484541,0.897064852200565,1093.61606414795,758.008333333333,978.1,0.0253881733069064,500,"Camp2","Caldor"
450,3,35.0458221435547,53.2489636892743,0.894223517436896,0.897246762832963,1137.2725016276,788.11,997.833333333333,0.0246356841107192,500,"Camp2","Caldor"
587,3,35.1580276489258,52.1171719688839,0.894229062839618,0.897620704555108,1183.91299967448,784.983333333333,966.2,0.0248321103350693,500,"Camp2","Caldor"
533,3,32.4040679931641,56.1208009057575,0.89432394507354,0.897486008690644,1217.89071248372,767.411111111111,923.233333333333,0.0225956630604224,500,"Camp2","Caldor"
460,3,31.6437492370605,56.9857891813914,0.894395976988987,0.897035778509841,1256.65280802409,765.984444444444,941.933333333333,0.0229051269343467,500,"Camp2","Caldor"
471,3,33.7703895568848,54.5471561373605,0.894368348147125,0.897117339590073,1277.72665540907,727.57,960.933333333333,0.0268118630159319,500,"Camp2","Caldor"
375,3,29.4546051025391,56.5356502596537,0.894406548054346,0.899143004791113,1291.97795681424,701.705555555556,989.966666666667,0.0269103603324755,500,"Camp2","Caldor"
462,3,19.088005065918,60.2853488222758,0.894374216610514,0.901696786241244,1313.89867458767,697.105555555556,1044.13333333333,0.0271755814905092,500,"Camp2","Caldor"
438,3,18.6787185668945,64.1172622316627,0.894423273869575,0.908277688440191,1331.68613963794,701.601075268817,1077.03225806452,0.0259182033587325,500,"Camp2","Caldor"
425,3,23.4340553283691,63.6205252596127,0.894454214392701,0.911453795229005,1349.77861538138,722.767741935484,1170.38709677419,0.025553301483305,500,"Camp2","Caldor"
518,3,21.3466968536377,58.7475085290273,0.894348920325024,0.905170446639467,1362.95284776476,761.433333333333,1177.76666666667,0.0253291794339882,500,"Camp2","Caldor"
640,3,18.1997108459473,57.7882072236803,0.894220606308405,0.901167984335399,1355.10726826986,816.787777777778,1121.16666666667,0.0244101521224621,500,"Camp2","Caldor"
897,4,14.3995838165283,54.1516795971659,0.716154471039513,0.722406956598732,1193.34816989475,874.907777777778,1136.83333333333,0.0195445874076392,500,"Camp2","Caldor"
832,4,11.7361145019531,63.4407273332278,0.419421922948936,0.423395113089225,934.621519504123,897.15,1090.23333333333,0.0114954569153717,500,"Camp2","Caldor"
808,4,20.3253784179688,86.6266779634688,0.300804080456857,0.303128668820848,829.508925170898,881.414444444444,1042.6,0.00837303512828255,500,"Camp2","Caldor"
1007,4,31.3243236541748,83.1075904952155,0.30092451658475,0.303260189778456,838.976829155816,828.528888888889,968.7,0.0081250130867301,500,"Camp2","Caldor"
911,4,28.2066192626953,59.031655605899,0.300874399535565,0.302558948361806,873.231091410319,765.967777777778,866.233333333333,0.0093617899714713,500,"Camp2","Caldor"
798,4,31.517692565918,47.6462680986193,0.300850197257629,0.302351796177293,947.828587070041,715.624444444444,804,0.00820711899292772,500,"Camp2","Caldor"
942,4,33.610466003418,45.4372597932816,0.300878044709615,0.302670984379171,994.809019911024,686.102222222222,783.133333333333,0.00609996537927903,500,"Camp2","Caldor"
531,3,35.8481826782227,54.3213216781616,0.894334285589866,0.895717188937124,1072.08738525391,726.5,870.6,0.0252519513483154,500,"Camp2","Caldor"
408,3,32.2988128662109,52.4602185066541,0.894304408984026,0.896094941966003,1106.35224253337,761.816666666667,897.6,0.0244063185457064,500,"Camp2","Caldor"
391,3,31.9008007049561,51.7215661038293,0.894297841803895,0.896533476802934,1155.35433017307,783.272222222222,951.966666666667,0.0222253216042004,500,"Camp2","Caldor"
758,3,35.5916786193848,50.8506656567256,0.894306670598582,0.897299332219797,1218.36590209961,763.827777777778,971.5,0.0203867428948211,500,"Camp2","Caldor"
703,3,34.3655967712402,50.7842786222034,0.894389995189461,0.897366714715544,1257.79524359809,751.857777777778,951.233333333333,0.025495046893491,500,"Camp2","Caldor"
538,3,33.6101837158203,51.6188697449366,0.894314354526319,0.896709999944497,1283.95862982856,738.565555555556,927.3,0.0250236987991088,500,"Camp2","Caldor"
526,3,34.8673896789551,53.8017171430588,0.894341286311262,0.896508631740645,1298.28053114149,703.912222222222,883.8,0.024010315814891,500,"Camp2","Caldor"
459,3,35.4569091796875,56.8406355619431,0.894571082624477,0.898700593583441,1325.08813395182,700.945555555556,932.666666666667,0.0276653629513253,500,"Camp2","Caldor"
456,3,30.6404781341553,57.3536759848065,0.894545636022748,0.903086989930339,1353.02879828559,701.815555555556,1052.06666666667,0.0260292645465562,500,"Camp2","Caldor"
414,3,25.1857814788818,62.977689888144,0.894397243814948,0.90789260894,1368.98474948022,706.072043010753,1154.03225806452,0.024605351155593,500,"Camp2","Caldor"
454,3,24.4389305114746,65.8315222278718,0.894345019610163,0.909287683433172,1381.73414241011,750.556989247312,1245.29032258065,0.024741574887258,500,"Camp2","Caldor"
513,3,20.1007423400879,59.4990350257026,0.894164588443883,0.909256029541656,1367.78543836806,813.344444444444,1253.76666666667,0.0246057586020207,500,"Camp2","Caldor"
489,3,12.2286462783813,56.984726963573,0.893957673297652,0.905361643988872,1332.03785658095,879.91,1223.13333333333,0.0244020564634254,500,"Camp2","Caldor"
902,4,5.6890983581543,53.5731017865075,0.757519196285478,0.763903208648812,1193.40107198079,960.346666666667,1218.33333333333,0.0211791074177818,500,"Camp2","Caldor"
847,4,3.80610346794128,57.6840671176381,0.495487457185259,0.500864909321923,966.303456013997,943.273333333333,1145.2,0.0139071265730995,500,"Camp2","Caldor"
763,3,10.8479232788086,81.736839647558,0.35931412611105,0.362814734569854,874.160820109049,880.191111111111,1064.1,0.00911224812563306,500,"Camp2","Caldor"
1003,4,24.8148593902588,82.3554478481081,0.377340723752018,0.380722547468548,926.750890875922,826.598888888889,1007.83333333333,0.00937836245400631,500,"Camp2","Caldor"
719,3,26.6602439880371,59.2951649729411,0.422589235276682,0.426571529960363,995.060696885851,763.798888888889,951.9,0.0125478695357055,500,"Camp2","Caldor"
672,3,32.5390548706055,46.9715666710006,0.397633845090814,0.40122550821695,1039.21407209608,715.52,900.666666666667,0.0117217524591133,500,"Camp2","Caldor"
900,4,32.5457305908203,42.543537501759,0.356028029434642,0.359492281744929,1050.46385484484,688.626666666667,874.666666666667,0.00945400506537792,500,"Camp2","Caldor"
679,3,34.6047058105469,52.9055573717753,0.894444726021805,0.895378943887384,1096.54048014323,697.706666666667,770.4,0.0254427481713992,500,"Camp2","Caldor"
522,3,30.4349918365479,52.8776319559415,0.894441449585332,0.895678860083766,1131.55466746012,762.755,853.6,0.023488939625704,500,"Camp2","Caldor"
412,3,29.8559951782227,53.4507518063651,0.894419679454295,0.895953220652623,1170.89655795627,784.321111111111,923.7,0.0232423990470382,500,"Camp2","Caldor"
692,3,33.0830841064453,51.7609547826979,0.894464653307675,0.896400276799428,1230.97789808485,766.811111111111,965.166666666667,0.0255531934415179,500,"Camp2","Caldor"
639,3,31.9218082427979,50.8911031240887,0.894478753830513,0.896758457436873,1283.45247789171,729.363333333333,916.933333333333,0.02888175976327,500,"Camp2","Caldor"
541,3,34.03076171875,53.854421465132,0.894395297649575,0.896528701370116,1315.31112521701,700.158888888889,852.4,0.022481802434118,500,"Camp2","Caldor"
741,3,34.5658798217773,55.1723776684867,0.894357666201734,0.896013581519817,1336.28366495768,678.331111111111,805.6,0.0239825494621905,500,"Camp2","Caldor"
493,3,35.4487419128418,55.922324136628,0.894439867878747,0.896650722609807,1370.68554999457,688.166666666667,832,0.027142980921013,500,"Camp2","Caldor"
563,3,33.275520324707,54.9635784096188,0.894346459475605,0.90059146910466,1395.24108642578,705.233333333333,947.1,0.0224912464356284,500,"Camp2","Caldor"
397,3,28.0003223419189,57.756392124135,0.894270699108971,0.903564966327926,1392.08474882392,756.555913978495,1089.22580645161,0.0242734273712622,500,"Camp2","Caldor"
456,3,28.0870018005371,57.7157640252062,0.894320147818515,0.906600397980086,1375.28151711085,852.94623655914,1243.35483870968,0.0245224440370399,500,"Camp2","Caldor"
580,3,27.6891479492188,54.1752671676212,0.893973522222756,0.911209665752378,1321.98788859049,923.907777777778,1317.9,0.0241323097891993,500,"Camp2","Caldor"
504,3,26.8265647888184,57.1704447746277,0.893768071270703,0.905804227286846,1261.00025919596,1002.61555555556,1307.76666666667,0.0234556507453968,500,"Camp2","Caldor"
519,3,23.6009845733643,58.4773656418588,0.846409740297564,0.853025054649398,1191.60568311903,1069.98444444444,1333.7,0.0227232214702746,500,"Camp2","Caldor"
612,3,14.0898103713989,64.5714406469133,0.703000816970857,0.711029021869698,1077.47739461263,1042.40222222222,1304.56666666667,0.0194088308936324,500,"Camp2","Caldor"
534,3,10.7219181060791,77.711827363703,0.574882355405846,0.58235742763254,1025.90472371419,962.653333333333,1200.33333333333,0.015228965628518,500,"Camp2","Caldor"
612,3,19.607105255127,74.7222173526552,0.601198610113546,0.608502391142279,1106.07794725206,877.722222222222,1119.33333333333,0.0165043924544345,500,"Camp2","Caldor"
436,3,27.0388793945312,61.2515377571848,0.697845032458168,0.705337376199378,1212.01628072103,821.234444444444,1078.4,0.019603668694878,500,"Camp2","Caldor"
928,4,35.5724792480469,49.8090776573287,0.605445258797069,0.619640564738074,1178.43841851128,788.607777777778,1076.4,0.0168358999249687,500,"Camp2","Caldor"
917,4,33.696044921875,42.242298028734,0.474871530347866,0.496061810740891,1102.80457261827,766.128888888889,1080.2,0.0135501370262161,500,"Camp2","Caldor"
