"dNBR","severity","slope","mass_burnt_pct","surface_consumption","surface_remaining","canopy_consumption","canopy_remaining","max_power","residence_time_power","residence_time_consumption","max_reaction_rate","size","site","fire"
53,1,27.4437522888184,85.7187716272142,0.995677856671392,0.0043221433286084,0.0764099080462569,0.439145647509299,1050.62775783963,938.603333333333,1063.03333333333,0.015818286804412,"duet","Yucca","KNP"
278,2,25.1174240112305,89.5335946125454,0.995017007921107,0.00498299207889361,0.199988186832142,0.501122924278969,952.211927625868,1277.75111111111,1491.83333333333,0.013385312255632,"duet","Yucca","KNP"
401,3,29.1673145294189,93.6266999541389,0.994371420174787,0.005628579825213,0.276478550062299,0.582410338826589,909.472510104709,1534.34,1786.9,0.0120011773032153,"duet","Yucca","KNP"
476,3,31.3661479949951,90.6035276063283,0.993773143136875,0.00622685686312442,0.187482491633971,0.59362861947714,909.862321506076,1544.83888888889,1715.46666666667,0.0118816480821362,"duet","Yucca","KNP"
771,4,27.3573837280273,83.9699935468038,0.993786388609827,0.00621361139017303,0.136953652494542,0.569713014172125,935.44890496148,1429.82111111111,1621.53333333333,0.0136992549665052,"duet","Yucca","KNP"
730,4,24.1752777099609,81.9906466494666,0.994461894129224,0.00553810587077456,0.116590466232,0.524520644879111,958.691801554362,1302.91888888889,1506.7,0.0132956113463797,"duet","Yucca","KNP"
874,4,24.3483734130859,82.7958867094252,0.995085186891095,0.00491481310890381,0.0562864669757633,0.458157977468681,978.321246812608,1172.50888888889,1291.76666666667,0.014220686915434,"duet","Yucca","KNP"
860,4,27.0600070953369,83.6302817556593,0.99526671203678,0.00473328796321931,0.0607827935479634,0.396624613859444,989.5944096318,1088.32222222222,1247.61111111111,0.0162501132883613,"duet","Yucca","KNP"
758,4,26.914155960083,82.0681152555678,0.994883949976029,0.00511605002397102,0.18126547359421,0.374290081961345,962.63422648112,1049.72222222222,1544.33333333333,0.0154730068767498,"duet","Yucca","KNP"
399,3,24.3519802093506,85.6424093323369,0.99612049438739,0.00387950561261001,0.115423391101114,0.557963705673079,1069.98113275343,911.657258064516,1186.33064516129,0.0188985462721084,"duet","Yucca","KNP"
308,2,18.5988521575928,87.2931927992619,0.995536735031832,0.00446326496816886,0.138704745954335,0.49383382347063,1036.36550530946,1022.76157082749,1326.73211781206,0.0169917272320599,"duet","Yucca","KNP"
481,3,20.2345600128174,83.5680638385075,0.995180878292625,0.00481912170737458,0.0903254290545977,0.490319732235725,1004.270216747,1318.05483870968,1520.74193548387,0.0156010719697289,"duet","Yucca","KNP"
894,4,23.583251953125,78.1323280231927,0.995017388964123,0.00498261103587626,0.034815738695911,0.480238024744949,982.244739557082,1402.96666666667,1521.54838709677,0.0147826287392865,"duet","Yucca","KNP"
833,4,13.2238035202026,80.4889049130101,0.995163801619989,0.00483619838000981,0.0233194642202117,0.388508492769036,1021.09201811103,1040.5376344086,1133.35483870968,0.0149663209659957,"duet","Yucca","KNP"
690,3,16.7934761047363,86.4895831082457,0.99572242075504,0.00427757924496107,0.0139116530963878,0.363507701742322,1099.90079857611,792.886021505376,840.193548387097,0.0151585567861505,"duet","Yucca","KNP"
636,3,30.8384494781494,88.0813396428221,0.995874809431459,0.00412519056854257,0.0184532096015466,0.420256467817808,1141.17794419155,758.876344086022,828.032258064516,0.0166090550706881,"duet","Yucca","KNP"
820,4,31.4081935882568,81.630549387778,0.995624141119227,0.0043758588807732,0.0242651902631074,0.496164917263774,1137.17172077138,766.630107526882,858,0.0175059457641656,"duet","Yucca","KNP"
808,4,32.4308624267578,78.4448772196219,0.995805257519003,0.0041947424809977,0.0629550197422748,0.569719277864385,1117.61907704936,784.788761706556,978.792924037461,0.0159963515666203,"duet","Yucca","KNP"
219,2,34.9783477783203,81.515450914246,0.995887799278928,0.00411220072107375,0.101486838816373,0.602987666906831,1099.90390367141,804.138397502601,1078.75130072841,0.0159504885524782,"duet","Yucca","KNP"
108,2,32.4708061218262,85.1001628588605,0.995619219992346,0.00438078000765497,0.112078442754523,0.508351664772359,1058.41081969559,895.941935483871,1128.77419354839,0.015345807665495,"duet","Yucca","KNP"
99,2,18.5158729553223,89.813206813156,0.995107911919829,0.0048920880801711,0.180693881252687,0.406402892940861,984.001539136005,1119.5,1341.48387096774,0.0130426310645719,"duet","Yucca","KNP"
246,2,30.4700584411621,91.7251509071678,0.994657061320112,0.00534293867988803,0.243085573770962,0.523581092895705,927.05201547274,1365.4623655914,1600.77419354839,0.0120057244994827,"duet","Yucca","KNP"
450,3,35.4925956726074,89.9575063736208,0.994321063228042,0.00567893677195701,0.228182875244659,0.680419275292976,924.234705639911,1483.1064516129,1712.25806451613,0.0134834981417371,"duet","Yucca","KNP"
536,3,27.7673377990723,87.3737409755748,0.993888655491657,0.00611134450834181,0.249342460886879,0.658184420833551,948.792763724378,1500.77419354839,1793.93548387097,0.0128845201347367,"duet","Yucca","KNP"
780,4,25.6601982116699,86.7830722983165,0.993999579307547,0.00600042069245414,0.252691483914214,0.537631096730947,972.559881460538,1426.26021505376,1747.51612903226,0.0138613579354794,"duet","Yucca","KNP"
756,4,25.0138263702393,88.7587875643084,0.994605191603605,0.00539480839639476,0.213157516017662,0.411573666778037,1006.1419196016,1219.77634408602,1460.58064516129,0.0140950852658248,"duet","Yucca","KNP"
674,3,26.1539249420166,89.4417926709712,0.995151342297503,0.00484865770249594,0.178424782988619,0.346664822746148,1031.63079604282,1091.62903225806,1276.93548387097,0.0118289439080646,"duet","Yucca","KNP"
